codusu,ano4,trimestre,region,aglomerado,fecha_nacimiento,edad,asistencia_educacion,nivel_ed,tipo_establecimiento,codigo_actividad,sexo,categoria_ocupacion,cat_cantidad_empleos,alfabetismo,educacion,experiencia_potencial,salario_horario
TQRMNOPURHMMLNCDEFNFF00711781,2022,3,Noreste,7,19/11/1991,30,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,12,277.777777777778
TQRMNORVVHKOKMCDEGOIH00789649,2022,3,Noroeste,18,29/04/1958,64,asistio,"Superior
Universitaria
Completa",Privada,4811,Mujer,Patron,unico,Sabe leer y escribir,16,43,671.875
TQRMNOQVWHMMKQCDEFMDB00708655,2022,3,Pampeana,6,01/01/1900,42,asistio,"Secundaria
Completa",Privada,4903,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,24,142.857142857143
TQRMNOPUYHLMKNCDEHIBB00704240,2022,3,Noroeste,22,14/09/1970,52,asistio,"Superior
Universitaria
Completa",Estatal,8501,Varon,Obrero o empleado,multiples,Sabe leer y escribir,19,28,1339.28571428571
TQRMNOSQPHKNLMCDEOJAH00793089,2022,3,Patagonia,93,01/01/1900,21,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,8509,Mujer,Cuenta propia,unico,Sabe leer y escribir,13,3,312.5
TQRMNOQXYHLOLUCDEHPJB00707123,2022,3,Noroeste,29,29/09/1995,26,asistio,"Secundaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,8,500
TQRMNORSUHMMMLCDEGJBF00714104,2022,3,Pampeana,13,01/08/1968,54,asistio,"Superior
Universitaria
Incompleta",Privada,4807,Varon,Obrero o empleado,unico,Sabe leer y escribir,17,32,416.666666666667
TQRMNOPVRHLOLMCDEGGFB00783045,2022,3,Cuyo,10,01/01/1900,47,asistio,"Secundaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,29,520.833333333333
TQRMNORPYHKLKOCDEIOAH00792737,2022,3,Pampeana,38,04/11/1973,47,asistio,"Secundaria
Completa",Privada,2500,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,29,625
TQRMNOQRWHJNMLCDEGJBF00783340,2022,3,Pampeana,13,27/02/1988,34,asistio,"Secundaria
Incompleta",Privada,4808,Mujer,Cuenta propia,unico,Sabe leer y escribir,12,17,119.047619047619
TQRMNOSQXHKKKTCDEHMHF00790577,2022,3,Cuyo,26,03/02/1985,37,asistio,"Superior
Universitaria
Completa",Otra,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,13,173.611111111111
TQRMNOPYYHLKMUCDEIIAD00703165,2022,3,Gran Buenos Aires,32,01/01/1900,45,asistio,"Superior
Universitaria
Completa",Privada,6400,Varon,Cuenta propia,unico,Sabe leer y escribir,16,24,208.333333333333
TQRMNOPTPHJOKOCDEGLDF00783638,2022,3,Noreste,15,27/01/1977,45,asistio,"Superior
Universitaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,19,21,1000
TQRMNOPTUHKMLUCDEIKAH00792517,2022,3,Pampeana,34,12/07/2001,21,asistio,"Secundaria
Completa",Privada,9302,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,3,267.857142857143
TQRMNOQSYHMMLMCDEHPJB00713257,2022,3,Noroeste,29,18/07/1954,68,asistio,"Superior
Universitaria
Completa",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,16,47,187.5
TQRMNOQSTHMMKQCDEHMHF00709705,2022,3,Cuyo,26,16/09/1995,26,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,11,10,170.454545454545
TQRMNOQYQHKMKOCDEHLEH00790317,2022,3,Noroeste,25,01/01/1900,47,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,23,1000
TQRMNORQSHMMKNCDEIHJF00710836,2022,3,Patagonia,31,08/04/1968,54,asistio,"Secundaria
Incompleta",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,11,38,1009.61538461538
TQRMNORWQHKLKTCDEGJBF00789008,2022,3,Pampeana,13,12/09/1992,29,asistio,"Superior
Universitaria
Completa",Privada,6900,Varon,Cuenta propia,multiples,Sabe leer y escribir,19,5,338.983050847458
TQRMNOPUUHLOKQCDEGPDJ00707655,2022,3,Noroeste,19,07/01/1945,77,asistio,"Primaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,8,64,281.25
TQRMNOQQYHMMLNCDEHJGH00711395,2022,3,Noroeste,23,23/04/1971,51,asistio,"Secundaria
Incompleta",Privada,4808,Mujer,Cuenta propia,unico,Sabe leer y escribir,12,34,190.972222222222
TQRMNOPQXHMOKOCDEHJGH00712276,2022,3,Noroeste,23,18/05/1971,51,asistio,"Secundaria
Incompleta",Privada,1009,Mujer,Cuenta propia,unico,Sabe leer y escribir,10,36,333.333333333333
TQRMNOPPRHLMKNCDEOHCH00707624,2022,3,Patagonia,91,28/05/1976,46,asistio,"Superior
Universitaria
Completa",Privada,8501,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,19,22,755.813953488372
TQRMNOPQPHJLLMCDEFPCH00782910,2022,3,Patagonia,9,30/05/1978,44,asistio,"Superior
Universitaria
Incompleta",Privada,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,23,625
TQRMNOPTTHKLKTCDEGPDJ00789802,2022,3,Noroeste,19,30/12/1974,47,asistio,"Primaria
Completa",Privada,4807,Mujer,Obrero o empleado,unico,Sabe leer y escribir,8,34,416.666666666667
TQRMNORVYHMOLLCDEHPJB00710636,2022,3,Noroeste,29,22/12/1980,41,asistio,"Secundaria
Completa",Privada,4804,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,13,23,352.941176470588
TQRMNOPYPHMOLMCDEGPDJ00713053,2022,3,Noroeste,19,06/01/1981,41,asistio,"Primaria
Completa",Privada,4807,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,28,350
TQRMNOTPRHJMKMCDEFLID00782336,2022,3,Pampeana,5,20/06/1950,72,asistio,"Superior
Universitaria
Incompleta",Estatal,8501,Varon,Obrero o empleado,unico,Sabe leer y escribir,16,51,642.857142857143
TQRMNOVPWHJOMMCDEHJGH00784358,2022,3,Noroeste,23,29/05/1977,45,asistio,"Secundaria
Completa",Privada,4805,Varon,Cuenta propia,unico,Sabe leer y escribir,13,27,297.619047619048
TQRMNOQQYHLKKRCDEFKID00708333,2022,3,Pampeana,4,01/01/1900,32,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,8200,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,14,416.666666666667
TQRMNOQWVHLMMMCDEHJGH00706112,2022,3,Noroeste,23,03/11/1991,30,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,9,446.428571428571
TQRMNOSYXHJOKQCDEOJAH00793046,2022,3,Patagonia,93,18/08/1975,47,asistio,"Secundaria
Completa",Estatal,8401,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,13,29,456.521739130435
TQRMNOPXUHMLKRCDEFLID00710352,2022,3,Pampeana,5,03/04/1966,56,asistio,"Superior
Universitaria
Completa",Privada,6900,Mujer,Cuenta propia,unico,Sabe leer y escribir,19,32,800
TQRMNOQVYHJOKPCDEFKID00782156,2022,3,Pampeana,4,01/01/1900,40,asistio,"Secundaria
Completa",Estatal,8800,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,22,625
TQRMNOPSYHLOKSCDEHPJB00706993,2022,3,Noroeste,29,01/01/1900,64,asistio,"Superior
Universitaria
Incompleta",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,14,45,1583.33333333333
TQRMNOQQSHKNKSCDEIKAH00792552,2022,3,Pampeana,34,10/08/1982,40,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,22,375
TQRMNOSUQHJNLTCDEFKID00782076,2022,3,Pampeana,4,01/01/1900,50,asistio,"Secundaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,32,454.545454545455
TQRMNORSYHMOKMCDEGOIH00713743,2022,3,Noroeste,18,20/10/1984,37,asistio,"Secundaria
Incompleta",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,10,22,612.5
TQRMNOQSPHMOKUCDEGKDB00710041,2022,3,Pampeana,14,23/12/1994,27,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,3501,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,9,562.5
TQRMNOSVRHMLLLCDEIIAD00791361,2022,3,Gran Buenos Aires,32,01/02/1985,37,asistio,"Superior
Universitaria
Incompleta",Privada,9409,Mujer,Obrero o empleado,unico,Sabe leer y escribir,14,18,937.5
TQRMNOQTYHMOLPCDEFLID00711090,2022,3,Pampeana,5,24/02/1984,38,asistio,"Secundaria
Completa",Privada,4803,Mujer,Cuenta propia,unico,Sabe leer y escribir,13,20,230.769230769231
TQRMNORXPHJMKMCDEOJAH00793092,2022,3,Patagonia,93,26/09/1971,51,asistio,"Superior
Universitaria
Incompleta",Estatal,8501,Varon,Obrero o empleado,unico,Sabe leer y escribir,15,31,456.25
TQRMNOTSXHJMKRCDEHIBB00784203,2022,3,Noroeste,22,14/04/1983,39,asistio,"Superior
Universitaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,19,15,2083.33333333333
TQRMNOQYYHLKKNCDEGNFJ00705533,2022,3,Patagonia,17,01/01/1900,29,asistio,"Secundaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,11,437.5
TQRMNOQQWHKLLPCDEIIAD00791233,2022,3,Gran Buenos Aires,32,21/04/1976,46,asiste actualmente,"Superior
Universitaria
Incompleta",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,28,571.428571428571
TQRMNOQVWHLMKSCDEIOAH00786882,2022,3,Pampeana,38,06/07/1986,36,asistio,"Superior
Universitaria
Completa",Privada,2500,Varon,Obrero o empleado,unico,Sabe leer y escribir,19,12,1750
TQRMNORSRHJOLQCDEFOCD00782725,2022,3,Noreste,8,04/08/1962,60,asistio,"Secundaria
Incompleta",Privada,4803,Varon,Cuenta propia,unico,Sabe leer y escribir,10,45,297.619047619048
TQRMNORTUHKLKUCDEFKID00787722,2022,3,Pampeana,4,07/03/1996,26,asistio,"Superior
Universitaria
Completa",Privada,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,5,225
TQRMNOPVUHJMKMCDEIHJF00785216,2022,3,Patagonia,31,02/04/1966,56,asistio,"Superior
Universitaria
Incompleta",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,15,36,1142.85714285714
TQRMNORWVHMOKRCDEGJBF00709947,2022,3,Pampeana,13,21/02/1995,27,asistio,"Secundaria
Completa",Privada,8700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,9,156.25
TQRMNOPYVHKOKTCDEOHCH00792916,2022,3,Patagonia,91,04/04/1956,56,asistio,"Secundaria
Completa",Privada,8600,Mujer,Cuenta propia,unico,Sabe leer y escribir,13,38,875
TQRMNOPXYHLLLQCDEGOIH00705674,2022,3,Noroeste,18,19/02/1993,29,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,11,138.888888888889
TQRMNORVSHKLKPCDEHLEH00790349,2022,3,Noroeste,25,01/01/1900,32,asistio,"Secundaria
Completa",Estatal,48,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,14,468.75
TQRMNOQRRHLNLSCDEGGFB00705917,2022,3,Cuyo,10,06/09/1982,40,asistio,"Secundaria
Incompleta",Privada,600,Varon,Obrero o empleado,multiples,Sabe leer y escribir,12,23,648.148148148148
TQRMNOQUYHJMMPCDEIJAH00785758,2022,3,Gran Buenos Aires,33,27/10/1977,44,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,8,31,250
TQRMNOPSTHKMKNCDEHNHB00790745,2022,3,Cuyo,27,01/01/1900,48,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,24,1527.77777777778
TQRMNORQVHJKKMCDEHLEH00784565,2022,3,Noroeste,25,29/09/1990,31,asistio,"Superior
Universitaria
Completa",Privada,8501,Varon,Obrero o empleado,multiples,Sabe leer y escribir,16,10,580
TQRMNOSTYHLOKSCDEHGHJ00706653,2022,3,Patagonia,20,22/09/1956,65,asistio,"Secundaria
Incompleta",Privada,4502,Varon,Cuenta propia,unico,Sabe leer y escribir,12,48,600
TQRMNOPYPHMNMLCDEHJGH00712446,2022,3,Noroeste,23,01/11/1977,44,asistio,"Secundaria
Incompleta",Privada,4803,Mujer,Cuenta propia,unico,Sabe leer y escribir,12,27,297.619047619048
TQRMNORQXHJMKTCDEHJGH00784484,2022,3,Noroeste,23,15/09/1972,49,asistio,"Superior
Universitaria
Completa",Privada,8509,Varon,Cuenta propia,multiples,Sabe leer y escribir,16,28,330.882352941176
TQRMNOSYTHLOKRCDEGOIH00706585,2022,3,Noroeste,18,24/04/1981,41,asistio,"Secundaria
Completa",Estatal,8102,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,13,23,223.684210526316
TQRMNOQUQHLMKMCDEGPDJ00707736,2022,3,Noroeste,19,12/03/1968,54,asistio,"Secundaria
Completa",Privada,6800,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,36,572.916666666667
TQRMNOPURHMMKQCDEIOAH00710606,2022,3,Pampeana,38,16/02/1959,63,asistio,"Secundaria
Completa",Privada,9503,Varon,Cuenta propia,unico,Sabe leer y escribir,13,45,59.5238095238095
TQRMNOQYUHKOKMCDEHNHB00790598,2022,3,Cuyo,27,08/11/1972,49,asistio,"Primaria
Completa",Privada,9999,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,36,1111.11111111111
TQRMNOQVVHMNQUCDEIJAH00792295,2022,3,Gran Buenos Aires,33,28/02/1974,48,asistio,"Primaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,3,40,750
TQRMNOTQPHJOLPCDEHPJB00785010,2022,3,Noroeste,29,15/02/1974,48,asistio,"Primaria
Completa",Privada,102,Varon,Cuenta propia,unico,Sabe leer y escribir,8,35,446.428571428571
TQRMNOQXYHLMLQCDEIKAH00704121,2022,3,Pampeana,34,09/03/1959,63,asistio,"Secundaria
Completa",Privada,6900,Mujer,Cuenta propia,unico,Sabe leer y escribir,13,45,937.5
TQRMNOQWUHJMLNCDEGLDF00783671,2022,3,Noreste,15,26/01/1973,49,asistio,"Secundaria
Completa",Privada,4804,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,31,468.75
TQRMNORQQHMOLQCDEFIAH00787339,2022,3,Pampeana,2,19/10/1996,25,asistio,"Superior
Universitaria
Completa",Privada,1009,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,1,1250
TQRMNOSUPHKLKQCDEHJGH00790307,2022,3,Noroeste,23,08/11/1974,47,asistio,"Secundaria
Completa",Otra,9402,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,29,656.25
TQRMNOQQQHMLKRCDEHMHF00711649,2022,3,Cuyo,26,30/03/1976,46,asistio,"Secundaria
Incompleta",Privada,4805,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,28,231.481481481481
TQRMNOTSQHJKLMCDEHPJB00785012,2022,3,Noroeste,29,08/04/1968,54,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,6400,Varon,Obrero o empleado,unico,Sabe leer y escribir,16,33,531.25
TQRMNOQYSHMMOPCDEIJAH00718725,2022,3,Gran Buenos Aires,33,25/10/1997,24,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,9602,Mujer,Cuenta propia,unico,Sabe leer y escribir,14,5,656.25
TQRMNOQUYHJOKTCDEIOAH00786900,2022,3,Pampeana,38,14/11/1966,55,asistio,"Primaria
Completa",Privada,2400,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,42,666.666666666667
TQTMNOTRPHLOKRCDEHPJB00705735,2022,3,Noroeste,29,25/08/1974,47,asistio,"Primaria
Completa",Privada,4000,Varon,Cuenta propia,multiples,Sabe leer y escribir,8,34,185.714285714286
TQRMNOQRQHLMLOCDEHLEH00705367,2022,3,Noroeste,25,28/05/1969,53,asistio,"Primaria
Completa",Privada,5202,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,40,781.25
TQRMNORVQHKOLMCDEGPDJ00789873,2022,3,Noroeste,19,04/04/1994,28,asistio,"Superior
Universitaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,16,7,416.666666666667
TQRMNOSWYHKOKSCDEHNHB00790624,2022,3,Cuyo,27,11/12/1978,43,asistio,"Superior
Universitaria
Incompleta",Privada,2500,Varon,Cuenta propia,unico,Sabe leer y escribir,13,25,263.157894736842
TQRMNOPRWHKLPLCDEIJAH00791752,2022,3,Gran Buenos Aires,33,02/02/2001,21,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,15,1,625
TQRMNORQXHJNOLCDEIIAD00785482,2022,3,Gran Buenos Aires,32,23/04/1963,59,asistio,"Superior
Universitaria
Completa",Privada,8200,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,35,937.5
TQRMNOPYUHJNLTCDEHJGH00784333,2022,3,Noroeste,23,17/02/1971,51,asistio,"Primaria
Completa",Privada,4000,Varon,Obrero o empleado,multiples,Sabe leer y escribir,8,38,357.142857142857
TQRMNORSXHMOKMCDEOJAH00713624,2022,3,Patagonia,93,23/02/1978,44,asistio,"Superior
Universitaria
Incompleta",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,15,24,571.428571428571
TQRMNOTTSHKOKMCDEIMBF00792559,2022,3,Pampeana,36,18/03/1989,33,asistio,"Primaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,20,472.222222222222
TQRMNORQUHKMKNCDEIHJF00791178,2022,3,Patagonia,31,28/12/2001,20,asistio,"Secundaria
Completa",Privada,2800,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,2,666.666666666667
TQRMNOQVWHJLKNCDEHNHB00790681,2022,3,Cuyo,27,31/12/1968,53,asistio,"Superior
Universitaria
Completa",Privada,6900,Varon,Cuenta propia,unico,Sabe leer y escribir,19,29,1875
TQRMNOQYTHMMLSCDEIJAH00713129,2022,3,Gran Buenos Aires,33,15/01/1981,41,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,16,20,1315.78947368421
TQRMNORTQHLLKMCDEHMHF00706116,2022,3,Cuyo,26,23/04/1961,61,asistio,"Primaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,48,210
TQRMNOQTTHLMLPCDEGGFB00706886,2022,3,Cuyo,10,08/03/1985,37,asistio,"Secundaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,19,539.772727272727
TQRMNORYWHLMMMCDEIJAH00712577,2022,3,Gran Buenos Aires,33,10/10/1967,54,asistio,"Secundaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,8,41,571.428571428571
TQRMNOQYXHKKKPCDEHJGH00790126,2022,3,Noroeste,23,17/11/1971,50,asistio,"Superior
Universitaria
Completa",Estatal,8401,Varon,Obrero o empleado,multiples,Sabe leer y escribir,16,29,560.344827586207
TQRMNORSRHKOLOCDEHIBB00790014,2022,3,Noroeste,22,18/11/2001,20,asistio,"Secundaria
Completa",Privada,4803,Varon,Cuenta propia,unico,Sabe leer y escribir,13,2,29.7619047619048
TQRMNORRVHKMKMCDEHNHB00790761,2022,3,Cuyo,27,16/02/1969,53,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,10,38,300
TQRMNOPVRHKNKSCDEGGFB00788678,2022,3,Cuyo,10,05/06/1999,23,asistio,"Secundaria
Completa",Privada,4803,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,5,222.222222222222
TQRMNOQYXHLOKRCDEHPJB00708445,2022,3,Noroeste,29,08/12/1981,40,asistio,"Primaria
Completa",Privada,3100,Varon,Patron,unico,Sabe leer y escribir,8,27,511.363636363636
TQRMNORUSHJOLNCDEHMHF00784702,2022,3,Cuyo,26,22/03/1968,54,asistio,"Secundaria
Incompleta",Estatal,8101,Mujer,Obrero o empleado,unico,Sabe leer y escribir,12,37,208.333333333333
TQRMNOPXPHKMKUCDEHJGH00790178,2022,3,Noroeste,23,24/11/1967,54,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,36,1250
TQRMNOTVPHJLKTCDEIIAD00785446,2022,3,Gran Buenos Aires,32,15/02/1969,53,asistio,"Secundaria
Incompleta",Privada,9503,Mujer,Cuenta propia,unico,Sabe leer y escribir,12,36,138.888888888889
TQRMNOTUWHMLLQCDEGOIH00713810,2022,3,Noroeste,18,23/09/1988,33,asistio,"Secundaria
Completa",Privada,2202,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,15,312.5
TQRMNOSXTHJOLOCDEFNFF00782623,2022,3,Noreste,7,30/10/1986,35,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,11,19,222.222222222222
TQRMNOPYRHLMKTCDEHMHF00708551,2022,3,Cuyo,26,08/11/1980,41,asistio,"Superior
Universitaria
Completa",Privada,4807,Varon,Obrero o empleado,unico,Sabe leer y escribir,16,20,681.818181818182
TQRMNOQXYHKOLOCDEHNHB00790597,2022,3,Cuyo,27,08/07/1988,34,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,16,13,393.75
TQRMNOQWYHMMLQCDEIMBF00708622,2022,3,Pampeana,36,24/08/1983,39,asistio,"Superior
Universitaria
Incompleta",Privada,4807,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,14,20,570.833333333333
TQRMNORPQHMMLMCDEGOIH00711885,2022,3,Noroeste,18,07/04/1961,61,asistio,"Primaria
Completa",Privada,5601,Mujer,Cuenta propia,unico,Sabe leer y escribir,8,48,388.888888888889
TQRMNOSPVHMOKMCDEHPJB00709405,2022,3,Noroeste,29,14/12/1992,29,asistio,"Secundaria
Completa",Privada,9602,Mujer,Cuenta propia,unico,Sabe leer y escribir,13,11,277.777777777778
TQRMNOUTPHKNKNCDEFOCD00788278,2022,3,Noreste,8,07/06/1971,51,asistio,"Primaria
Completa",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,8,38,173.611111111111
TQRMNOPYTHLMLOCDEFIAH00703712,2022,3,Pampeana,2,05/11/1965,56,asistio,"Superior
Universitaria
Completa",Privada,7000,Varon,Cuenta propia,unico,Sabe leer y escribir,19,32,833.333333333333
TQRMNORPRHLOLSCDEIKAH00786624,2022,3,Pampeana,34,26/04/1983,39,asistio,"Secundaria
Completa",Privada,4810,Varon,Cuenta propia,unico,Sabe leer y escribir,13,21,364.583333333333
TQRMNOQYPHJLKOCDEGGFB00783099,2022,3,Cuyo,10,16/07/1958,63,asistio,"Superior
Universitaria
Completa",Privada,6800,Varon,Cuenta propia,unico,Sabe leer y escribir,19,39,500
TQRMNOQRWHKMKSCDEIOAH00792787,2022,3,Pampeana,38,01/01/1900,27,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,9,1250
TQRMNORWUHJOKPCDEOHCH00787036,2022,3,Patagonia,91,23/03/1976,46,asistio,"Superior
Universitaria
Completa",Estatal,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,25,689.655172413793
TQRMNOPTXHMOKTCDEGJBF00713790,2022,3,Pampeana,13,19/03/2001,21,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,4501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,15,1,476.190476190476
TQRMNORQPHMOKMCDEFOCD00712789,2022,3,Noreste,8,17/08/1980,42,asistio,"Primaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,7,30,500
TQRMNOPQPHKNLLCDEGOIH00789623,2022,3,Noroeste,18,13/01/1995,27,asistio,"Secundaria
Completa",Estatal,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,9,281.25
TQRMNOQUYHKNLQCDEHIBB00790093,2022,3,Noroeste,22,12/08/1991,31,asistio,"Secundaria
Completa",Otra,9409,Varon,Obrero o empleado,multiples,Sabe leer y escribir,13,13,375
TQRMNOTSQHJMLQCDEGPDJ00784024,2022,3,Noroeste,19,17/12/1982,39,asistio,"Secundaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,21,357.142857142857
TQRMNOQQVHLMKUCDEGJBF00704538,2022,3,Pampeana,13,24/08/1974,47,asistio,"Superior
Universitaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,16,26,500
TQRMNOPTSHLLKTCDEFJAH00710269,2022,3,Pampeana,3,24/07/1969,53,asistio,"Superior
Universitaria
Completa",Estatal,8600,Varon,Obrero o empleado,unico,Sabe leer y escribir,16,32,500
TQRMNOWRPHKOKNCDEGOIH00789661,2022,3,Noroeste,18,24/04/1991,31,asistio,"Secundaria
Incompleta",Estatal,8800,Mujer,Obrero o empleado,unico,Sabe leer y escribir,10,16,275
TQRMNORQPHMOKPCDEGOIH00714001,2022,3,Noroeste,18,04/08/1961,60,asistio,"Secundaria
Completa",Privada,1009,Mujer,Patron,unico,Sabe leer y escribir,13,42,208.333333333333
TQRMNOQVWHJNKMCDEHGHJ00784097,2022,3,Patagonia,20,01/01/1994,28,asistio,"Secundaria
Incompleta",Otra,8101,Varon,Obrero o empleado,unico,Sabe leer y escribir,12,11,500
TQRMNOQXYHKKKOCDEIMBF00792629,2022,3,Pampeana,36,11/09/1997,25,asistio,"Superior
Universitaria
Incompleta",Privada,8509,Varon,Cuenta propia,unico,Sabe leer y escribir,15,5,500
TQRMNOQQRHLNMLCDEIKAH00704255,2022,3,Pampeana,34,11/12/2002,19,asistio,"Secundaria
Completa",Privada,4808,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,1,208.333333333333
TQRMNORQTHLOLNCDEFMDB00705074,2022,3,Pampeana,6,01/01/1900,22,asistio,"Secundaria
Completa",Privada,4502,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,4,250
TQRMNORXVHLOLPCDEFOCD00705136,2022,3,Noreste,8,22/03/1982,40,asistio,"Secundaria
Completa",Estatal,3501,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,22,500
TQRMNOQWUHKNLLCDEGOIH00789696,2022,3,Noroeste,18,27/05/1997,25,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,9602,Varon,Cuenta propia,unico,Sabe leer y escribir,14,6,208.333333333333
TQRMNORRYHJMLLCDEOHCH00787125,2022,3,Patagonia,91,12/07/1981,41,asistio,"Superior
Universitaria
Incompleta",Estatal,9999,Varon,Obrero o empleado,unico,Sabe leer y escribir,15,21,625
TQRMNOPYXHKMKPCDEGPDJ00789859,2022,3,Noroeste,19,13/11/2001,20,asistio,"Secundaria
Completa",Privada,4804,Mujer,Cuenta propia,unico,Sabe leer y escribir,13,2,125
TQRMNOSSXHLKKOCDEGIBJ00704592,2022,3,Noreste,12,02/03/1999,23,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,9301,Mujer,Obrero o empleado,unico,Sabe leer y escribir,15,3,500
