codusu,ano4,trimestre,region,aglomerado,fecha_nacimiento,edad,asistencia_educacion,nivel_ed,tipo_establecimiento,codigo_actividad,sexo,categoria_ocupacion,cat_cantidad_empleos,alfabetismo,educacion,experiencia_potencial,salario_horario
TQRMNOPRXHKNKOCDEHGHJ00789961,2022,3,Patagonia,20,06/07/1993,29,asistio,"Secundaria
Incompleta",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,16,677.083333333333
TQRMNOPUQHKMLQCDEHMHF00790484,2022,3,Cuyo,26,17/11/1981,40,asistio,"Superior
Universitaria
Completa",Privada,7301,Mujer,Cuenta propia,unico,Sabe leer y escribir,19,16,333.333333333333
TQRMNORXRHKMLPCDEIJAH00791941,2022,3,Gran Buenos Aires,33,04/07/1976,46,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,25,666.666666666667
TQRMNOTVYHJMKRCDEIHJF00785200,2022,3,Patagonia,31,06/11/2002,19,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,5601,Mujer,Obrero o empleado,unico,Sabe leer y escribir,14,0,625
TQRMNOPPTHLMKQCDEIKAH00703254,2022,3,Pampeana,34,02/06/1976,46,asistio,"Secundaria
Completa",Privada,45,Varon,Cuenta propia,unico,Sabe leer y escribir,13,28,468.75
TQRMNOQUSHLOKPCDEIJAH00706765,2022,3,Gran Buenos Aires,33,21/06/1979,43,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,8,30,200
TQRMNORXWHJMLQCDEHJGH00784456,2022,3,Noroeste,23,10/01/1980,42,asistio,"Secundaria
Completa",Privada,1009,Mujer,Cuenta propia,unico,Sabe leer y escribir,13,24,446.428571428571
TQRMNORPUHMOLTCDEIJAH00711348,2022,3,Gran Buenos Aires,33,09/07/1957,65,asistio,"Primaria
Completa",Privada,4808,Varon,Patron,unico,Sabe leer y escribir,8,52,51.0204081632653
TQRMNORPUHLKORCDEIJAH00786148,2022,3,Gran Buenos Aires,33,28/02/1993,29,asistio,"Superior
Universitaria
Completa",Privada,9999,Varon,Obrero o empleado,unico,Sabe leer y escribir,19,5,2138.88888888889
TQRMNOVSRHJOLOCDEFKID00782209,2022,3,Pampeana,4,01/01/1900,32,asistio,"Secundaria
Incompleta",Privada,9602,Mujer,Cuenta propia,unico,Sabe leer y escribir,11,16,416.666666666667
TQRMNOQUQHJOKOCDEGLDF00783728,2022,3,Noreste,15,01/05/1959,63,asistio,"Secundaria
Incompleta",Privada,5601,Mujer,Patron,multiples,Sabe leer y escribir,11,47,48.0769230769231
TQRMNOPYPHLNLLCDEFOCD00704799,2022,3,Noreste,8,26/08/1999,23,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,5,250
TQRMNOPPWHKMKTCDEHNHB00790646,2022,3,Cuyo,27,02/07/1982,40,asistio,"Superior
Universitaria
Completa",Privada,9602,Mujer,Cuenta propia,unico,Sabe leer y escribir,16,19,375
TQRMNOQRVHMKSRCDEIJAH00711293,2022,3,Gran Buenos Aires,33,25/10/1994,27,asistio,"Superior
Universitaria
Completa",Privada,7301,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,3,609.756097560976
TQRMNORYSHKOKUCDEGOIH00789670,2022,3,Noroeste,18,02/01/1970,52,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,10,37,437.5
TQRMNOPVYHLMLTCDEIJAH00705757,2022,3,Gran Buenos Aires,33,31/07/1991,31,asistio,"Secundaria
Completa",Privada,4807,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,13,384.259259259259
TQRMNOQRWHLOLOCDEGOIH00706647,2022,3,Noroeste,18,01/12/1985,36,asistio,"Secundaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,12,19,300
TQRMNOPPTHKMKMCDEHMHF00790481,2022,3,Cuyo,26,02/02/1967,55,asistio,"Primaria
Incompleta",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,5,45,650
TQRMNOPRUHMOKMCDEGJBF00710450,2022,3,Pampeana,13,15/07/1977,44,asistio,"Secundaria
Incompleta",Privada,4904,Varon,Cuenta propia,unico,Sabe leer y escribir,12,27,833.333333333333
TQRMNORXQHKMLPCDEIJAH00791940,2022,3,Gran Buenos Aires,33,26/07/1962,60,asistio,"Secundaria
Completa",Privada,2500,Varon,Cuenta propia,unico,Sabe leer y escribir,13,42,156.25
TQRMNOSTRHJMLQCDEFKID00782193,2022,3,Pampeana,4,01/01/1900,54,asistio,"Secundaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,12,37,382.258064516129
TQRMNOSXWHKNMOCDEIJAH00792167,2022,3,Gran Buenos Aires,33,04/10/1979,43,asistio,"Primaria
Incompleta",Privada,101,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,5,33,156.25
TQRMNORRQHKMKOCDEIGED00790966,2022,3,Pampeana,30,18/05/1999,23,asistio,"Secundaria
Completa",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,5,781.25
TQRMNOUSUHJOKOCDEFPCH00782879,2022,3,Patagonia,9,19/08/1985,37,asistio,"Secundaria
Completa",Privada,9409,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,19,468.75
TQRMNOQVWHJOKQCDEHPJB00785061,2022,3,Noroeste,29,17/05/1996,26,asistio,"Secundaria
Incompleta",Estatal,8401,Varon,Obrero o empleado,multiples,Sabe leer y escribir,10,11,327.380952380952
TQRMNORRWHJNLQCDEHMHF00790564,2022,3,Cuyo,26,23/03/1990,32,asistio,"Secundaria
Completa",Privada,5601,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,14,151.515151515152
TQRMNOQPRHKMLLCDEFJAH00787480,2022,3,Pampeana,3,03/12/1968,53,asiste actualmente,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,21,27,867.647058823529
TQRMNOQQUHMLKPCDEFPCH00711506,2022,3,Patagonia,9,01/03/1982,40,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,16,2833.33333333333
TQRMNOVQUHJOKPCDEGIBJ00783141,2022,3,Noreste,12,26/05/2002,20,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,5601,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,2,421.875
TQRMNOPSYHLOKMCDEOHCH00704265,2022,3,Patagonia,91,17/07/1976,46,asistio,"Superior
Universitaria
Completa",Privada,6900,Varon,Cuenta propia,unico,Sabe leer y escribir,19,22,4125
TQRMNOSQUHJMLRCDEHNHB00784744,2022,3,Cuyo,27,18/08/1965,57,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,8,44,475
TQRMNORYUHJLKTCDEIGED00785145,2022,3,Pampeana,30,09/08/2000,21,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,5601,Mujer,Obrero o empleado,unico,Sabe leer y escribir,15,1,625
TQRMNOSQUHJKKPCDEIOAH00786927,2022,3,Pampeana,38,12/02/1988,34,asistio,"Superior
Universitaria
Completa",Privada,6900,Mujer,Cuenta propia,unico,Sabe leer y escribir,19,10,500
TQRMNOPPTHMMLSCDEFKID00709465,2022,3,Pampeana,4,01/01/1900,26,asistio,"Superior
Universitaria
Completa",Privada,6200,Mujer,Cuenta propia,unico,Sabe leer y escribir,19,2,750
TQRMNOPXVHKOLMCDEGGFB00788559,2022,3,Cuyo,10,28/11/1995,26,asistio,"Superior
Universitaria
Completa",Privada,1009,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,5,306.122448979592
TQRMNORXRHKOKMCDEIJAH00792219,2022,3,Gran Buenos Aires,33,03/05/1983,39,asistio,"Secundaria
Incompleta",Privada,4807,Varon,Obrero o empleado,unico,Sabe leer y escribir,9,25,677.083333333333
TQRMNORWPHMMLNCDEFPCH00788450,2022,3,Patagonia,9,08/01/1977,45,asistio,"Secundaria
Incompleta",Privada,4805,Varon,Obrero o empleado,unico,Sabe leer y escribir,11,29,937.5
TQRMNORXQHMMLUCDEHJGH00711697,2022,3,Noroeste,23,22/04/1978,44,asistio,"Secundaria
Completa",Privada,4502,Varon,Cuenta propia,unico,Sabe leer y escribir,13,26,408.163265306122
TQRMNORSSHKMLMCDEHMHF00790497,2022,3,Cuyo,26,31/05/1977,45,asistio,"Superior
Universitaria
Completa",Estatal,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,24,1000
TQRMNOQVUHKOKRCDEGKDB00789316,2022,3,Pampeana,14,25/11/1966,55,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,8,42,166.666666666667
TQRMNOQXWHJMKTCDEOJAH00787211,2022,3,Patagonia,93,11/07/1985,37,asistio,"Superior
Universitaria
Incompleta",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,15,17,564.285714285714
TQRMNOQPTHKLKRCDEFOCD00788233,2022,3,Noreste,8,10/01/1997,25,asistio,"Secundaria
Completa",Privada,8200,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,7,277.777777777778
TQRMNOQTXHLOLLCDEGNFJ00706012,2022,3,Patagonia,17,01/01/1900,29,asistio,"Secundaria
Completa",Privada,9409,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,11,437.5
TQRMNOTPRHJMKQCDEIMBF00786826,2022,3,Pampeana,36,22/02/1996,26,asistio,"Secundaria
Completa",Privada,5601,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,8,286.458333333333
TQRMNORWXHLOKUCDEGIBJ00714372,2022,3,Noreste,12,04/01/1987,35,asistio,"Primaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,8,22,266.666666666667
TQRMNOQRRHLMLMCDEOHCH00704955,2022,3,Patagonia,91,26/07/1961,61,asistio,"Superior
Universitaria
Incompleta",Privada,6000,Varon,Patron,unico,Sabe leer y escribir,15,41,500
TQRMNOPQPHKOKMCDEFKID00787664,2022,3,Pampeana,4,01/01/1900,31,asistio,"Superior
Universitaria
Completa",Estatal,8509,Varon,Obrero o empleado,unico,Sabe leer y escribir,16,10,1142.85714285714
TQRMNOPXXHJMKQCDEGIBJ00788875,2022,3,Noreste,12,01/01/1900,28,asistio,"Superior
Universitaria
Completa",Privada,1009,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,7,343.75
TQRMNOSQPHKMTRCDEIJAH00792359,2022,3,Gran Buenos Aires,33,09/09/1988,33,asistio,"Secundaria
Completa",Privada,4803,Mujer,Patron,unico,Sabe leer y escribir,13,15,187.5
TQRMNORWVHMOLTCDEFIAH00787255,2022,3,Pampeana,2,24/07/1989,33,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,15,180
TQRMNOYTWHJOKRCDEGIBJ00783199,2022,3,Noreste,12,25/05/1999,23,asistio,"Primaria
Incompleta",Privada,4810,Mujer,Cuenta propia,unico,No sabe leer y escribir,1,17,178.571428571429
TQRMNOSSVHKMKQCDEHIBB00790030,2022,3,Noroeste,22,21/04/1999,23,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,5,375
TQRMNOPUUHMMLPCDEHNHB00712688,2022,3,Cuyo,27,30/05/1974,48,asistio,"Superior
Universitaria
Completa",Privada,9999,Varon,Obrero o empleado,unico,Sabe leer y escribir,19,24,888.888888888889
TQRMNOQRXHMNKSCDEIGED00711441,2022,3,Pampeana,30,01/01/1900,21,asistio,"Secundaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,3,31.25
TQRMNOQRSHMOLTCDEFIAH00787296,2022,3,Pampeana,2,29/12/1982,39,asistio,"Secundaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,10,24,2083.33333333333
TQRMNOQQSHKLLOCDEGPDJ00789789,2022,3,Noroeste,19,02/01/1972,50,asistio,"Superior
Universitaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,15,30,270.27027027027
TQRMNOVSPHKOKPCDEGOIH00789764,2022,3,Noroeste,18,11/09/1976,46,asistio,"Primaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,5,36,166.666666666667
TQRMNORRPHMMPPCDEIJAH00711282,2022,3,Gran Buenos Aires,33,25/04/1985,37,asistio,"Secundaria
Incompleta",Estatal,4909,Varon,Obrero o empleado,unico,Sabe leer y escribir,10,22,187.5
TQRMNORXRHJNLUCDEIJAH00786431,2022,3,Gran Buenos Aires,33,31/10/1991,30,asistio,"Superior
Universitaria
Completa",Estatal,8401,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,19,6,343.75
TQRMNOQWWHLMKOCDEHLEH00707919,2022,3,Noroeste,25,03/09/1983,38,asistio,"Secundaria
Completa",Privada,4808,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,20,468.75
TQRMNORRVHKKKTCDEIIAD00791223,2022,3,Gran Buenos Aires,32,01/01/1900,47,asistio,"Primaria
Completa",Privada,1400,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,34,365
TQRMNOQXSHJLKRCDEHMHF00784729,2022,3,Cuyo,26,10/05/1962,60,asistio,"Primaria
Completa",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,8,47,333.333333333333
TQRMNOQWUHJKNLCDEIIAD00785668,2022,3,Gran Buenos Aires,32,07/06/1997,25,asistio,"Primaria
Completa",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,12,294.117647058824
TQRMNORVSHKOLMCDEGPDJ00789885,2022,3,Noroeste,19,29/08/1980,41,asistio,"Primaria
Completa",Privada,1009,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,28,173.611111111111
TQRMNOPQPHMMKPCDEOHCH00708837,2022,3,Patagonia,91,05/12/1985,36,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,10,21,375
TQRMNOQPXHLOLMCDEFNFF00788214,2022,3,Noreste,7,21/03/1996,26,asistio,"Secundaria
Incompleta",Estatal,8401,Mujer,Obrero o empleado,unico,Sabe leer y escribir,12,9,178.571428571429
TQRMNOTYVHJMOLCDEIJAH00791647,2022,3,Gran Buenos Aires,33,28/11/1997,24,asistio,"Secundaria
Completa",Estatal,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,6,312.5
TQRMNOPQTHMOLOCDEGPDJ00711064,2022,3,Noroeste,19,27/04/1988,34,asistio,"Secundaria
Completa",Privada,9602,Mujer,Cuenta propia,unico,Sabe leer y escribir,13,16,83.3333333333333
TQRMNOPRVHKOLQCDEGIBJ00788834,2022,3,Noreste,12,13/09/1962,60,asistio,"Superior
Universitaria
Completa",Privada,8501,Mujer,Cuenta propia,unico,Sabe leer y escribir,19,36,133.333333333333
TQRMNOUYRHJOLQCDEFLID00782247,2022,3,Pampeana,5,09/04/1968,54,asistio,"Primaria
Incompleta",Privada,1009,Mujer,Obrero o empleado,unico,Sabe leer y escribir,5,44,234.375
TQRMNOTXSHKOLMCDEGNFJ00789584,2022,3,Patagonia,17,19/07/1999,23,asistio,"Secundaria
Incompleta",Privada,4803,Varon,Obrero o empleado,unico,Sabe leer y escribir,10,8,208.333333333333
TQRMNOQQWHKLLPCDEIIAD00791233,2022,3,Gran Buenos Aires,32,08/09/1966,55,asistio,"Superior
Universitaria
Incompleta",Privada,5601,Varon,Obrero o empleado,unico,Sabe leer y escribir,14,36,539.21568627451
TQRMNOPXQHJOLOCDEHNHB00784814,2022,3,Cuyo,27,31/03/1994,28,asistio,"Secundaria
Completa",Privada,9602,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,10,277.777777777778
TQRMNOQUTHJNLPCDEGLDF00783633,2022,3,Noreste,15,23/01/1986,36,asistio,"Secundaria
Completa",Estatal,8401,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,18,950
TQRMNOQXWHJNLRCDEGGFB00782943,2022,3,Cuyo,10,16/04/1964,58,asistio,"Primaria
Completa",Privada,4803,Varon,Cuenta propia,unico,Sabe leer y escribir,8,45,39.6825396825397
TQRMNORTUHJNLRCDEFJAH00781994,2022,3,Pampeana,3,05/12/1956,65,asistio,"Secundaria
Incompleta",Privada,4903,Varon,Obrero o empleado,unico,Sabe leer y escribir,11,49,486.111111111111
TQRMNOQSWHJNKTCDEIMBF00786759,2022,3,Pampeana,36,12/07/1992,30,asistio,"Primaria
Completa",Privada,3200,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,17,357.142857142857
TQRMNOPXSHKNKMCDEOHCH00792871,2022,3,Patagonia,91,28/05/1990,32,asistio,"Secundaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,14,59.5238095238095
TQRMNOPPXHJKKPCDEGPDJ00784072,2022,3,Noroeste,19,30/05/1961,61,asistio,"Superior
Universitaria
Completa",Privada,6900,Varon,Obrero o empleado,unico,Sabe leer y escribir,19,37,250
TQRMNOPSWHLOLQCDEFPCH00704260,2022,3,Patagonia,9,12/05/1981,41,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,23,500
TQRMNOSWPHJOLMCDEHIBB00784302,2022,3,Noroeste,22,07/10/1996,25,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,7,312.5
TQRMNORQYHLLLLCDEGPDJ00705469,2022,3,Noroeste,19,20/01/1970,52,asistio,"Secundaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,11,36,230
TQRMNOPTXHMOKTCDEGJBF00713790,2022,3,Pampeana,13,07/03/1993,29,asistio,"Secundaria
Incompleta",Privada,4501,Varon,Obrero o empleado,unico,Sabe leer y escribir,12,12,555.555555555556
TQRMNOTQRHKOKUCDEFNFF00788112,2022,3,Noreste,7,27/08/1972,49,asistio,"Primaria
Completa",Privada,3100,Mujer,Cuenta propia,unico,Sabe leer y escribir,8,36,260.416666666667
TQRMNOPPYHMOLTCDEFKID00787646,2022,3,Pampeana,4,01/01/1900,48,asistio,"Primaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,35,275
TQRMNOQUXHLOLNCDEGKDB00708037,2022,3,Pampeana,14,01/01/1900,55,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,9,41,187.5
TQRMNOQTRHMMKTCDEGIBJ00788850,2022,3,Noreste,12,10/01/2000,22,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,1003,Varon,Obrero o empleado,unico,Sabe leer y escribir,15,2,187.5
TQRMNORRSHJOLQCDEGOIH00783954,2022,3,Noroeste,18,23/08/1977,45,asistio,"Superior
Universitaria
Completa",Estatal,8501,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,24,750
TQRMNOQPXHJKKTCDEFKID00787667,2022,3,Pampeana,4,01/01/1900,42,asistio,"Superior
Universitaria
Completa",Privada,6800,Mujer,Patron,unico,Sabe leer y escribir,16,21,1704.54545454545
TQRMNOPUVHLOLQCDEIIAD00785423,2022,3,Gran Buenos Aires,32,10/11/1967,54,asistio,"Superior
Universitaria
Incompleta",Privada,6400,Varon,Obrero o empleado,unico,Sabe leer y escribir,17,32,1375
TQRMNORSPHKKNMCDEIIAD00791254,2022,3,Gran Buenos Aires,32,07/12/1969,52,asistio,"Superior
Universitaria
Completa",Privada,8600,Varon,Cuenta propia,unico,Sabe leer y escribir,19,28,500
TQRMNORUYHKMKUCDEGIBJ00788764,2022,3,Noreste,12,01/01/1900,39,asiste actualmente,"Superior
Universitaria
Incompleta",Estatal,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,17,17,350
TQRMNOPUYHJNRPCDEIJAH00785944,2022,3,Gran Buenos Aires,33,01/05/1965,57,asistio,"Primaria
Completa",Privada,8000,Varon,Obrero o empleado,unico,Sabe leer y escribir,8,44,468.75
TQRMNOUQXHMKLQCDEHLEH00717317,2022,3,Noroeste,25,01/01/1900,44,asistio,"Superior
Universitaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,15,24,375
TQRMNOPPUHMNLNCDEGLDF00713961,2022,3,Noreste,15,17/08/1967,54,asistio,"Secundaria
Completa",Privada,4803,Mujer,Cuenta propia,unico,Sabe leer y escribir,13,36,520.833333333333
TQRMNOQRRHJMMLCDEHJGH00784461,2022,3,Noroeste,23,19/10/1983,38,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,8501,Mujer,Cuenta propia,unico,Sabe leer y escribir,17,16,364.583333333333
TQRMNOQQTHMOLMCDEGLDF00716500,2022,3,Noreste,15,28/10/1996,25,asistio,"Secundaria
Completa",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,7,364.583333333333
TQUMNOQUQHMOKMCDEGJBF00788918,2022,3,Pampeana,13,04/08/1987,34,asistio,"Secundaria
Incompleta",Privada,9999,Varon,Obrero o empleado,unico,Sabe leer y escribir,9,20,268.292682926829
TQRMNOPUXHJOKQCDEFLID00782264,2022,3,Pampeana,5,17/04/1974,48,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,4803,Mujer,Cuenta propia,unico,Sabe leer y escribir,15,28,235.849056603774
TQRMNORUWHKKSMCDEIJAH00792087,2022,3,Gran Buenos Aires,33,17/07/1972,50,asistio,"Superior
Universitaria
Completa",Estatal,8509,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,19,26,781.25
TQRMNOPXXHKNLUCDEGGFB00788524,2022,3,Cuyo,10,01/01/1900,24,asistio,"Secundaria
Incompleta",Privada,5601,Varon,Obrero o empleado,unico,Sabe leer y escribir,12,7,328.571428571429
TQRMNOSSSHMOKMCDEFNFF00714405,2022,3,Noreste,7,22/01/1983,39,asistio,"Primaria
Completa",Privada,4504,Varon,Cuenta propia,unico,Sabe leer y escribir,8,26,291.666666666667
TQRMNOSUWHLMMMCDEIIAD00711269,2022,3,Gran Buenos Aires,32,12/03/2000,22,asiste actualmente,"Secundaria
Incompleta",Privada,9700,Mujer,Obrero o empleado,multiples,Sabe leer y escribir,12,5,205.882352941176
TQRMNOPQUHKMLNCDEGPDJ00789780,2022,3,Noroeste,19,13/11/1975,46,asistio,"Superior
Universitaria
Completa",Estatal,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,19,22,520.833333333333
TQRMNOPQQHLOKOCDEHJGH00705894,2022,3,Noroeste,23,05/09/1994,28,asistio,"Secundaria
Incompleta",Privada,4000,Varon,Obrero o empleado,unico,Sabe leer y escribir,9,14,281.25
TQRMNOQQRHMNLQCDEFNFF00713754,2022,3,Noreste,7,09/05/1995,27,asistio,"Secundaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,9,350
TQRMNOTXSHJOKNCDEGNFJ00783842,2022,3,Patagonia,17,22/12/1963,58,asistio,"Primaria
Incompleta",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,7,46,833.333333333333
TQRMNOPSSHJOKTCDEHGHJ00784188,2022,3,Patagonia,20,18/07/1977,45,asistio,"Secundaria
Incompleta",Privada,4805,Mujer,Obrero o empleado,unico,Sabe leer y escribir,11,29,520.833333333333
TQRMNOQRTHMLKSCDEFKID00714196,2022,3,Pampeana,4,06/02/1982,40,asistio,"Superior
Universitaria
Completa",Privada,2500,Varon,Obrero o empleado,unico,Sabe leer y escribir,23,12,1250
TQRMNOSTTHMOKMCDEHNHB00713074,2022,3,Cuyo,27,22/11/1962,59,asistio,"Primaria
Completa",Privada,4000,Varon,Cuenta propia,unico,Sabe leer y escribir,8,46,222.222222222222
TQRMNOUUPHJLKRCDEFPCH00782861,2022,3,Patagonia,9,30/12/2002,19,asistio,"Secundaria
Completa",Privada,1009,Mujer,Cuenta propia,unico,Sabe leer y escribir,13,1,500
TQRMNORRWHKMLOCDEGOIH00789726,2022,3,Noroeste,18,09/10/1991,31,asistio,"Secundaria
Incompleta",Privada,4804,Mujer,Cuenta propia,unico,Sabe leer y escribir,9,17,312.5
TQRMNOQPVHLMLOCDEHMHF00708126,2022,3,Cuyo,26,03/10/1966,55,asistio,"Secundaria
Completa",Estatal,8800,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,37,1700
TQRMNOQRQHMMKSCDEHJGH00712300,2022,3,Noroeste,23,31/05/1973,49,asistio,"Secundaria
Completa",Privada,4803,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,31,170.138888888889
TQRMNOPYRHLKKTCDEGPDJ00707590,2022,3,Noroeste,19,25/05/1988,34,asistio,"Superior
Universitaria
Completa",Estatal,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,13,303.030303030303
TQRMNOQYXHLOKRCDEHPJB00708445,2022,3,Noroeste,29,28/10/2002,19,asiste actualmente,"Secundaria
Incompleta",Privada,3100,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,1,227.272727272727
TQRMNOQWSHLOKRCDEOHCH00704937,2022,3,Patagonia,91,24/02/1980,42,asistio,"Primaria
Incompleta",Privada,4903,Varon,Obrero o empleado,unico,Sabe leer y escribir,7,30,625
TQRMNORRQHKNLMCDEHJGH00790294,2022,3,Noroeste,23,25/11/1990,31,asistio,"Primaria
Completa",Privada,8101,Mujer,Obrero o empleado,unico,Sabe leer y escribir,8,18,340
TQRMNOPQXHMOKOCDEHJGH00712276,2022,3,Noroeste,23,14/07/1997,24,asiste actualmente,"Superior
Universitaria
Incompleta",Estatal,8600,Mujer,Obrero o empleado,unico,Sabe leer y escribir,15,4,666.666666666667
TQRMNOQWUHLMLOCDEIJAH00703206,2022,3,Gran Buenos Aires,33,01/02/1982,40,asistio,"Superior
Universitaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,16,19,250
TQRMNOQPXHKMKUCDEHNHB00790772,2022,3,Cuyo,27,13/12/1998,23,asiste actualmente,"Superior
Universitaria
Incompleta",Privada,5601,Mujer,Obrero o empleado,unico,Sabe leer y escribir,14,4,250
TQRMNOPWXHLLLOCDEHJGH00706147,2022,3,Noroeste,23,05/03/1991,31,asistio,"Secundaria
Completa",Privada,4502,Varon,Obrero o empleado,unico,Sabe leer y escribir,13,13,416.666666666667
TQRMNOPVVHLMKRCDEHMHF00705189,2022,3,Cuyo,26,30/09/1995,26,asistio,"Secundaria
Completa",Privada,9700,Mujer,Obrero o empleado,unico,Sabe leer y escribir,13,8,250
